text,label
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
Can I use Schwarzkopf permanent Hair Color with a different brand color developer?  Thanks.,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
"Gonna use this to organize hair stuff..bobby pins, hair ties and random knick knacks. What do you think?",Usage Instructions
Am I supposed to use every day?,Usage Instructions
"How oily does this feel after application?  Or rather, how long does it stay ""wet"" (and get all over anything you touch)?",Usage Instructions
Does it use nano-particles?,Usage Instructions
do you need specific nail polish to use a stamper and stamping plates?,Usage Instructions
Can I use this brush for blow drying also?,Usage Instructions
do you use the gel in the a.m or p.m or both?,Usage Instructions
can i use this to make my own homemade soap?,Usage Instructions
"Is the Enjoy Hydrate shampoo typically watery? Water came out of the bottle even with the first use. I've used the Luxury shampoo and it is a very thick texture unlike this.  I just want to make sure this is the real product.Thank you!



    Is the Enjoy Hydrate shampoo typically watery? Water came out of the bottle even with the first use. I've used the Luxury shampoo and it is a very thick texture unlike this.  I just want to...
      » 
Read More


   Is the Enjoy Hydrate shampoo typically watery? Water came out of the bottle even with the first use. I've used the Luxury shampoo and it is a very thick texture unlike this.  I just want to make sure this is the real product.Thank you!
      « 

Show Less",Usage Instructions
Can I use this on my 12 year old daughters hair?,Usage Instructions
How often should this Shampoo be used? Not sure if it is a daily use Shampoo..,Usage Instructions
can you use it on color treated hair,Usage Instructions
How do you use the eye cream and eye serm,Usage Instructions
"Can you use it on dry hair, right before you flat iron a piece of hair also? And how big is the bottle?",Usage Instructions
What are the directions for this? Is it only a heat protectant? Do I use this on wet or dry hair?,Usage Instructions
is it a conditioner or do I have to also use a separate conditioner?,Usage Instructions
can i use this  conditioner  as a hair treatment. under the dryet for 15 minutes,Usage Instructions
Does anyone use these thinning shears on dogs?,Usage Instructions
So this is good whether you straighten your hair or leave it curly? Can you use it in wet and dry hair? Fly away frizzies?,Usage Instructions
Ok I bought CHI Silk Infusion For $13 2fl oz. Is Biosilk better?? My friend told me to try Chi silk infusion before I use the flat iron. Is Biosilk better?,Usage Instructions
Is it ok to use on face?,Usage Instructions
I have stretch marks for years on my tommy if I use the the palmer's cocoa butter formula massage lotion for stretch marks with vitamin E and Shea butter lotion will it work for me? Thanks,Usage Instructions
can you use the mirror in a shower?,Usage Instructions
can you be in the sun and use sunscreen with this product,Usage Instructions
is this product safe to use on tattoos?,Usage Instructions
"Which size is better for shoulder length hair- ""Baby Curls""  or the other size? I also plan to use it for my 8yr old.",Usage Instructions
Is this easy enough to use for someone who has never used clippers?,Usage Instructions
"Is this OK for super close whole-head use? I want to cut as short as possible without having to 'shave.'  Typically buzz 2x per week, but older cheapo on battery died.  I do not understand ""000"" and ""#1"" blade sizes - depths.



    Is this OK for super close whole-head use? I want to cut as short as possible without having to 'shave.'  Typically buzz 2x per week, but older cheapo on battery died.  I do not understand...
      » 
Read More


   Is this OK for super close whole-head use? I want to cut as short as possible without having to 'shave.'  Typically buzz 2x per week, but older cheapo on battery died.  I do not understand ""000"" and ""#1"" blade sizes - depths.
      « 

Show Less",Usage Instructions
"Is it quick to change these blades? Eg. Could I fade a 2 to 1 using a 2 > 1.5 > 1 without hassle, or should I use guards instead?",Usage Instructions
"Can you use the clipper to cut around ears and back of neck, or do you need to buy the Oster finisher shaver too ?",Usage Instructions
Can you use it to trim mustache,Usage Instructions
Is this considered a pre-tanning lotion or an amplifier (or both)? Do I need to use an amplifier too?,Usage Instructions
Is this item easy to use?,Usage Instructions
Are there directions on how to use the Refectocil black and Refectocil  cream developer?  Does anyone know?,Usage Instructions
"We are mounting a TV on our white brick fireplace and want to use this to hide/blend the wires...bleck DOESN""T blend. Any suggestions?",Usage Instructions
How easy is this to cut? What do you reccommend to use to cut it?,Usage Instructions
can you use this lying down..is the arm long enough,Usage Instructions
Can you use this over acrylic with regular nail polish?,Usage Instructions
i use over gel polish and cured uv lamp 3' after 2 day my client come back and say some of her nails look crack pleas hepl me,Usage Instructions
can i just put it on my hair and use heat from blow dryer,Usage Instructions
"My mom's hair is drk blonde w/ gray..which blonde should I use to make her hair much lighter/shinier? pearl, honey, or golden? THANKS!!!",Usage Instructions
How I use cellophane treatment on my hair?,Usage Instructions
Hey guys. Do you use soap before or after using this?,Usage Instructions
Why use a wooden brush instead of say a boar bristle one?,Usage Instructions
I bought a bottle of the %15 just got it today.I bought it to use on my Lips. What time frame should i see result. any pointers for Lips application,Usage Instructions
Can you use this strength on the chest and back of hands? Would the 25% be too strong for that?,Usage Instructions
Would this product work on scars caused by the use of razor on legs? I am new to peeling,Usage Instructions
Can I use the goat's milk   soap on my child if they have eczema? I need something to soothe the scaly skin. It seems to be worse in winter!,Usage Instructions
"Does ""The Naked Bee"" use any animal products or test on animals?",Usage Instructions
Why do companies waste so much space with so many small rollers?  I prefer more large.  Does anyone really use these?  Just curious.,Usage Instructions
Is this dual voltage?  Can I use in Europe?,Usage Instructions
Is this going to actually have a spray nozzle as opposed the bottles that you tip over and use your fingers?,Usage Instructions
Are the fingers spread enough that in the v sections they do not touch for about 1/2 inch up inside the v sections?  Wanting to use this for a glove.,Usage Instructions
can i use any press on nail kit with this hand?,Usage Instructions
How often do you use the shampoo?,Usage Instructions
can i use this product on permed hair,Usage Instructions
How long does color last after applying it? Do you have to use it each time you shampoo or cowash?,Usage Instructions
Is this hair shampoo or hair color? How many time do I have to use to see the result?,Usage Instructions
Is this hair dye? My natural hair color is blackk w/a blonde dye and now its like light brownish. can i use this?,Usage Instructions
when using pravana chroma silk hair color do you use the whole tube ? If so how much developer do you use and what stength,Usage Instructions
could you guys tell me how to use it ?,Usage Instructions
"looking to buy this product to include in my SC routine, can i use this in between a toner(after cleansing) and a moisturizer?",Usage Instructions
I plan to use this product for my chest. Will this bleach my clothing/fabric once I start to sweat later on in the day?,Usage Instructions
When using this product is it best to apply with hand? And should I use it BEFORE or AFTER applying regular body wash?,Usage Instructions
"Do I use it just in the crown or all over?  Also, my crown is tender, will this help?  I purchased the ""on the spot"" by it is still tender, hot.",Usage Instructions
"how many time a day, can u use the grow n wild??",Usage Instructions
"Hello, I would like to know if the Igora Royal comes in a size bigger than 2.1 fl oz. Also, will I need to use the developer with this product.",Usage Instructions
"hello, i have had my hair colored for a few years now im doing it myself and i don't how to pick a color and what i would need to be able to use this",Usage Instructions
Can I use this item on wet hair?,Usage Instructions
"Are we to keep the plastic cover on during use, or remove it?",Usage Instructions
"I have long hair almost to the end of my back, how many boxes would you suggest I use and which option?",Usage Instructions
is a conductive gel or lotion needed?...or do you just use it on bare skin?,Usage Instructions
Do you have to use the booties for it to be effective?,Usage Instructions
what to use to replace gel?,Usage Instructions
I am a 70 yr. old woman and have taken care of my face thru the years. I have facials as often as I can afford. Can I find the results I want?,Usage Instructions
How often do you have to apply & once your tanned how long does it last before you should reapply?,Usage Instructions
Do you have to use shampoo to wash it from hair?,Usage Instructions
"If I use Blue Mayhem over Colour Effects Fuschia (faded to a very light, brassy pink), would it still come out blue?",Usage Instructions
"If I use Blue Mayhem over Colour Effects Fuschia (faded to a very light, brassy pink), would it still come out blue?",Usage Instructions
My clip on human hair extensions are natural black can i use this kit to get a salt n pepper color which is the color of my natural hair? thanks U,Usage Instructions
bottle reads for use on fine or light colored hair.  Can this be used on dark colored hair,Usage Instructions
how to use peeling gel,Usage Instructions
How often do I use it?,Usage Instructions
can you use it daily on colored hair,Usage Instructions
I love this shampoo!  I used it before I got a perm and need to know if it will relax my perm if I use it.  Is it safe to use on perms?,Usage Instructions
Do you need to use a foundation with this product?,Usage Instructions
Is this good  for every day use?,Usage Instructions
"Hello, I would like to know if the Igora Royal comes in a size bigger than 2.1 fl oz. Also, will I need to use the developer with this product.",Usage Instructions
"hello, i have had my hair colored for a few years now im doing it myself and i don't how to pick a color and what i would need to be able to use this",Usage Instructions
Can you use it on sensitive skin,Usage Instructions
Is this too tall to use while seated at a vanity table?,Usage Instructions
Can i use this mirror without batteries and plug it in?,Usage Instructions
Is there somethin i can use to lay my hair down while under the dryer.. my hair is past my shoulders so it was hard for me,Usage Instructions
"Did anyone else receive an opened, partially used, contaminated jar of cream as we did?  The box was old and bent and damaged, afraid to use this.",Usage Instructions
This dryer does not have a three pronged plug and does not state .how am I supposed to use it with a British three prong plug system?,Usage Instructions
I live in the UK. Does this have universal voltage or is it only for use in the US?,Usage Instructions
"I am confused by all the wattage questions. What type plus is this? If A or B, it can be used in the U.S. Some of the Sedus are only for use in other countries. Please let me know if you are in the U.S. and if this unit has a standard A or B plug (If you google plug type A and B, you can see pictures), for standard U.S. outlets. Thank You.



    I am confused by all the wattage questions. What type plus is this? If A or B, it can be used in the U.S. Some of the Sedus are only for use in other countries. Please let me know if you are in the...
      » 
Read More


   I am confused by all the wattage questions. What type plus is this? If A or B, it can be used in the U.S. Some of the Sedus are only for use in other countries. Please let me know if you are in the U.S. and if this unit has a standard A or B plug (If you google plug type A and B, you can see pictures), for standard U.S. outlets. Thank You.
      « 

Show Less",Usage Instructions
can u use this on ur face..how can u do it on back too? I am going to Utah..wear black dress with tan wld do it and I need to have answer soon b4 buy,Usage Instructions
how do you use this?,Usage Instructions
I used to use Nude Ivory 121.  Does anybody know what the equivalent in the new shades is?,Usage Instructions
"How often does this sunscreen need to be applied?  Specifically, do you need to apply it more than once a day for decent sunscreen coverage?",Usage Instructions
use toppik on eyebrows?,Usage Instructions
How to use this product,Usage Instructions
how to use this?,Usage Instructions
"Will this be enough coverage to use alone, or do I need to buy the foundation as well?",Usage Instructions
why so may people say it burns out after short time of use? lokking to buy two one for me and my daughter...,Usage Instructions
how do you use the product.  do you rinse it off and if so how long do you wait to wash it off,Usage Instructions
"may I use on dry hair to refresh when hot, humid in Housotn?",Usage Instructions
How much of the salt do you use in your bath?,Usage Instructions
What measure should I use for a larger oval bathtub?  Thank you.,Usage Instructions
"I need to briefly soak these in warm/hot water, squeeze to remove excess water, then use them to massage my eyelids a few times--will these hold up?",Usage Instructions
Are these strong enough to use with a cleanser that has a watery texture?,Usage Instructions
How do you think these would hold up to a man's stubble? My husband only shaves every few days but he wants something to use with a toner every night,Usage Instructions
Do you have to use a flat iron in order for this product to work? Could I apply it to wavy hair and allow it to air dry too?,Usage Instructions
Can I use this for color treated hair?,Usage Instructions
"Hello, I would like to know if the Igora Royal comes in a size bigger than 2.1 fl oz. Also, will I need to use the developer with this product.",Usage Instructions
"hello, i have had my hair colored for a few years now im doing it myself and i don't how to pick a color and what i would need to be able to use this",Usage Instructions
i am 22 so its okay to use this product and my skin is combination?,Usage Instructions
perricone md cold plasma Is one of the  ingredients use blood?,Usage Instructions
Do you use this product by itself or with a booster?,Usage Instructions
Can I use this product if I have a Brazillian hair treatment on my hair?  Is it sulfate free?,Usage Instructions
how are you supposed to use it - do you use it after shampooing and then rinse it out or do you leave it on and not rinse it out,Usage Instructions
Can you use it on your face?,Usage Instructions
1st time use. I ended up w/dark circles here & there on my face. Can tell I applied a tanning product. How can I correct this/not happen again?,Usage Instructions
Does this have an expiration date?  Just wondering how long it will last if I buy it now for use over the winter months.,Usage Instructions
"Can I wait 24 hours after application before having a shower, or do I have to shower directly after the 4-6 hours period?",Usage Instructions
I have fine hair and want to use this to style my hair after shampooing.  Is this the right product?,Usage Instructions
Is this strickly a women product or can men use it too? Thanks,Usage Instructions
can you use a foundation primer  over rapid wrinkle day cream?,Usage Instructions
Can you use this if you wear contact lenses?  Wear a hard lens in one eye and a soft one in the other eye.  (That's another story!)  Just wondering .,Usage Instructions
Is the comb attachment secure or does it pop off easily during use as with other dryers?,Usage Instructions
can several famaily members use this? i would think everyone would need his own brush.,Usage Instructions
"I have fine, wavy hair but it is dry.  Should I use the 10- Keratin or the non-Keratin?  I don't want my hair to look flat and limp.",Usage Instructions
Can men use it?,Usage Instructions
"Do you need to use this with the other ""It's a 10"" products to get the full benefit?   I have dry, color treated (40% grey) hair and have lots of products, so really don't want to buy a bunch of things I don't need.  I really want to try this, though, because of all the great reviews.  Do I need the other products?  If so, which ones?  Thanks so much! :)



    Do you need to use this with the other ""It's a 10"" products to get the full benefit?   I have dry, color treated (40% grey) hair and have lots of products, so really don't want to...
      » 
Read More


   Do you need to use this with the other ""It's a 10"" products to get the full benefit?   I have dry, color treated (40% grey) hair and have lots of products, so really don't want to buy a bunch of things I don't need.  I really want to try this, though, because of all the great reviews.  Do I need the other products?  If so, which ones?  Thanks so much! :)
      « 

Show Less",Usage Instructions
can the plumbing be attached to the side or is it only able to be plumbed into the back? I really want to use it as a backwash NOT sidewash,Usage Instructions
"i have a Solano 3700 Moda - will it fit? Also, the above answer says it will melt the case due to high heat. If so, what comb attachment should I use?",Usage Instructions
is there a video instruction video,Usage Instructions
Can you only use the liner brush with gel liner? I usually use a powder liner - nice effect but hard to put on.,Usage Instructions
Can I use this on my thighs to reduce strech marks?,Usage Instructions
can I just use the vacum part of the machine to remove the oily black heads?,Usage Instructions
I went to use my new machine and there is no suction power.  U turn the dial and there is like no suction from the machine on my face?,Usage Instructions
i have a NOVA B 500 which suddenly stopped working. I have no instruction for trouble shooting. Does this unit come with instructions & trouble shoot,Usage Instructions
"Can La Roche-Posay Anthelios 50 Mineral Ultra Light Sunscreen SPF 50, Untinted be use by MEN? Also, will this sunscreen leave my face oily?",Usage Instructions
Can we use this directly in the U.S.?,Usage Instructions
Can I use these in Italy without a converter?,Usage Instructions
How to use this product. is it used as conditioner then you have to rinse or it is used as butter which i have to on dry hair then style it.?,Usage Instructions
how to use this product?,Usage Instructions
can i use for head massage,Usage Instructions
I know this isn't organic but I've been wanting to do the oil cleansing method. is this one safe?,Usage Instructions
can i use this oil for my 3 months old baby,Usage Instructions
Could I use the wig for Roxy Lalonde?,Usage Instructions
"I'm hoping to use this as a Kagamine Len wig, I've heard the wig is a bit long, but if I just pull up the back half into a ponytail will it be okay?",Usage Instructions
"What is the best way to use this soap in the shower? Also, does it burn at all?",Usage Instructions
Hi Folks! How good is this product for use on DRY hair?,Usage Instructions
Hi caN THIS PRODUCT BE USE ON African American hair,Usage Instructions
how to use this?,Usage Instructions
What is the best way to use this product to receive the best results?,Usage Instructions
is 91/12 a light shade. i use 71/12,Usage Instructions
Do you use it before or after your other styling products?Thanks.,Usage Instructions
Does it use an AC or DC motor?,Usage Instructions
How often do you have to replace the head of this unit?,Usage Instructions
Does the blue head work with the Luxe device? Can you use both acne and antiaging heads on same device?,Usage Instructions
How often do you have to throw it out?,Usage Instructions
How do you use this?,Usage Instructions
Can you use these for regular polish that's not UV/Gel?,Usage Instructions
Is this cream use  all type of skin?,Usage Instructions
I have high iron content well water run through a water softener; should I use bottled water for the sanitation stage as well as production?,Usage Instructions
"I have a small wooden keg that had kombucha in it, and now I want to use it for something else...if I use Star San, will it run further brewings?",Usage Instructions
is this bcg for 556 and do you need to use the hammer?,Usage Instructions
"Is there a reason I need to change out the hammer when I use this BCG, or did they just throw in the hammer for fun?",Usage Instructions
Do you have to use a led light with this nail polish??,Usage Instructions
I want this to remove the heavy-coverage foundation I use on my face.  Does it remove makeup better than washing with your hands?  I want it for that.,Usage Instructions
Can you use this for eyebrow tattoo removal? And does it remove hair as well?,Usage Instructions
"I'm allergic to the clay, it causes an extreme rash when I use it. Will the removal still work if I only do the laser and not the clay?",Usage Instructions
"I currently use the Snooki 70X black bronzer, does this lotion work better than that or about the same?",Usage Instructions
"I heard that once you use the henna to color your hair, you can tuse regular boxed dyes over it, that it will ruin your hair.  Is that the case?",Usage Instructions
can it use with 220 voltage,Usage Instructions
will this fully clear my acne up like pimples and blackheads and how long should i use this for?,Usage Instructions
Do you use it on a wet face?,Usage Instructions
"Does ""Use 5-7 days prior to a chemical peel"" mean I should use it up to the peeling date, or stop using 5-7 days before the peeling date?",Usage Instructions
"Can we use this over the make-up?  And how about the eye area - should I avoid or not?  Pls let me know, thanks!",Usage Instructions
"When using this as a pre-peel treatment, the directions say ""use 5-7 days prior to a chemical peel.""  Does that mean I should use it once, a week before I do the peel?  Or use it daily for the week leading up to the peel?



    When using this as a pre-peel treatment, the directions say ""use 5-7 days prior to a chemical peel.""  Does that mean I should use it once, a week before I do the peel?  Or use it daily...
      » 
Read More


   When using this as a pre-peel treatment, the directions say ""use 5-7 days prior to a chemical peel.""  Does that mean I should use it once, a week before I do the peel?  Or use it daily for the week leading up to the peel?
      « 

Show Less",Usage Instructions
"Is this product reliable, and of a high quality?  My wife just had some light plastic surgery and, when she recovers, wants to switch to this method.",Usage Instructions
Can you use this on African American Skin?,Usage Instructions
do you use scalp revitalizer on dry hair?,Usage Instructions
Do we need to use all the three products daily?,Usage Instructions
"It says that it is flammable until dry...that said, can you use it on wet hair after the shower AND blow dry/heat style?  I don't want to burn my hair",Usage Instructions
Does it help with itchy scalp?  I can't use any shampoo with sulfates in it.,Usage Instructions
how to use it,Usage Instructions
"How do I use it - time, frequency?",Usage Instructions
How do you use it? Directions are very vague and I am now afraid to even turn it on.,Usage Instructions
I want to use this in my purse--what are the dimensions?,Usage Instructions
"Is this a good product to use after visiting a spray tanning salon? If so, how long after having the spray tan is can you use it before the tan is set",Usage Instructions
it states led gel can i use this product with my uv lamp?,Usage Instructions
can the mask/patches be reused or it is for 1 use,Usage Instructions
How often are you supposed to use these?,Usage Instructions
"Is this recovery cream good for scars, my daughters doctor advised me to use on my daughter she had her thyroid taken out and she has a scar on her",Usage Instructions
My machine steams nice but also sprays splatterings of hot water and I'm afraid to use it. I just received it an hour ago. Any advice?,Usage Instructions
"is this product oily? I have both oily skin, still some breakouts, & now also wrinkles...I currently use Strivectin AR with Retinol but it's greasy.",Usage Instructions
"How much time should I wait after applying VB before I use mascara and/or eye shadow? I am 10 days in, no results yet except the irritation.",Usage Instructions
Can you use this in making lotion?,Usage Instructions
I recently purchased this item; I would like to know if it is o.k. to use another cream and makeup over it to conceal my dark circles,Usage Instructions
How old should you be to use this product ?,Usage Instructions
"How does this treatment compare with the new, ""Swiss Ultimate Daytime Therapy""? Can I use this version during the day, too?",Usage Instructions
Can you use this product outside by a hot tub?,Usage Instructions
Do you use this before or after your sunscreen?,Usage Instructions
is this too heavy to use around eyes? I get milia easily. Thanks,Usage Instructions
Can I use it on eye lids,Usage Instructions
"I am black and I use cover girl tawny-315 foundation. It is a perfect match. Any suggestions on which kit, medium or dark, works best for my skintone?",Usage Instructions
I NORMALLY USE NW50 IN MAC WOULD THIS WORK FOR ME?,Usage Instructions
Can you use this product everyday?,Usage Instructions
I accidentally threw the box away...can I use this product on a daily basis?,Usage Instructions
"I've never used an iron without a clamp, and so I don't get how to curl the ends of one hair. Do you have to use a regular iron for that?",Usage Instructions
Has anyone use it to straighten their hair?  My hair has a funky wave and I have to blow dry it and then use a flat iron to straighten it.,Usage Instructions
can I use on the face as a night cream?,Usage Instructions
Has anyone had issues with the solution appearing a little green upon application?,Usage Instructions
"Thanks all but at this point I think I am going to return it. I just read that if you have processed blonde hair You have to use it on low which does not work well for me since my hair is thick with natural curl.



    Thanks all but at this point I think I am going to return it. I just read that if you have processed blonde hair You have to use it on low which does not work well for me since my hair is thick...
      » 
Read More


   Thanks all but at this point I think I am going to return it. I just read that if you have processed blonde hair You have to use it on low which does not work well for me since my hair is thick with natural curl.
      « 

Show Less",Usage Instructions
should u use this on wet or damp hair?,Usage Instructions
Can i use this prouduct on a 220 voltage?,Usage Instructions
is  this good to use on thin hair and will it straighten frizzy hair,Usage Instructions
Do you use this in your bottom lashes?,Usage Instructions
"I've been reading all of these comments and Im getting a bit skeptical of what I already paid for. I'm wondering if keeping hair curlers in my hair and using a blow dryer will curl these? Also I read comments about the hair falling out and was thinking to run superglue or craft glue along the track to prevent it from falling out as much. I'm also planning to wear them straight for everyday use in the future. I've already ordered different ones so If this isn't good I'll be okay. This will  be the first time I ever tried using extensions so I'd be grateful If someone helped me out :)



    I've been reading all of these comments and Im getting a bit skeptical of what I already paid for. I'm wondering if keeping hair curlers in my hair and using a blow dryer will curl these?...
      » 
Read More


   I've been reading all of these comments and Im getting a bit skeptical of what I already paid for. I'm wondering if keeping hair curlers in my hair and using a blow dryer will curl these? Also I read comments about the hair falling out and was thinking to run superglue or craft glue along the track to prevent it from falling out as much. I'm also planning to wear them straight for everyday use in the future. I've already ordered different ones so If this isn't good I'll be okay. This will  be the first time I ever tried using extensions so I'd be grateful If someone helped me out :)
      « 

Show Less",Usage Instructions
"Could it be worn on top/middle of your head, instead of in the back? I have short/thick/wavy hair and would use it to keep some hair off of my face.",Usage Instructions
Does anyone have information about what bleaching method or dyes they use in the making of these?  I've emailed the company with no response so far.,Usage Instructions
Can I use this hair for braiding?,Usage Instructions
Do you have to use this product with a tanning bed?,Usage Instructions
Can I use this as a semi permanent tattooing agent?,Usage Instructions
How do you use these?,Usage Instructions
would you recommend to use a matte top coat over the tape,Usage Instructions
How much tape is on each roll? How many times do you think you could you use it before running out of a roll?,Usage Instructions
Does this work on glitter polish? Can u use it on the hole nail like a cotton pad?,Usage Instructions
can you use any type of water?,Usage Instructions
How do you use it?  Does it go on dry?,Usage Instructions
How often do you use it?,Usage Instructions
Can I use this if I have a keratin treatment on my hair?,Usage Instructions
"Do you use conditioner with total repair 5? If so, before or after?",Usage Instructions
Hi is this the original set?  Made in USA..?  The Instruction is in English..? I am from Singapore if faulty how does the warrenty work..?,Usage Instructions
How long before you see results? Can u use any kind of conditioner with it? how much grew if u seen the results? does this act like a shampoo& cndtner,Usage Instructions
should you use a conditioner with phytoworks shampoo,Usage Instructions
is this a good starter kit for just messing around? and. could I just use the pigment for like gradient nails if I don't do acrylics?,Usage Instructions
can I use it with home set,Usage Instructions
I use OPI gel nail polish I find it a bit hard not to touch my cuticle when doing them please can you suggest me what to do .Thanks,Usage Instructions
Can I use CND scrub fresh on Opi gel color to wipe the tacky layer from top coat?,Usage Instructions
Can I use the base and top gel coats with a non-gel nail polish? Or does the nail polish I use also have to be gel?,Usage Instructions
Would it be ok to use this serum w/a different brands moisturizer (Epicura Skin Rejuve) containing Matrixyl 3000?,Usage Instructions
Can you get instructions in English if not how do you know the proper way to use it,Usage Instructions
does this machine has a stand for charging and when in use its cordless right?,Usage Instructions
How often do you recommend using this product?,Usage Instructions
Does anyone apply this Glycolic acid with just their hands/fingers?  I have had a hard time with cotton swab application.  Thanks.,Usage Instructions
What's the guide to apply this product. And what's the recovery time after one use.,Usage Instructions
How do you use this product and what other regimen do you do before and after use.  Thanks,Usage Instructions
Can you use this under the eyes for the thinning skin and the dark circles?,Usage Instructions
"Is this good for long thick hair?  I lightly use mouse and a spray, wondering if this will replace the products I use?  And heard it smells great?",Usage Instructions
"How do you use this product?  On wet hair and let air dry or on dry hair?  There are no directions and I am new to styling natural waves, I",Usage Instructions
"How do you use this product?  On wet hair and let air dry or on dry hair?  There are no directions and I am new to styling natural waves, I",Usage Instructions
When is the best time to use this treatment - in the morning after you have cleaned your face and before makeup?,Usage Instructions
Does it have a speakerphone you can use while the phone is on the base?,Usage Instructions
can you use batteries?,Usage Instructions
i dont know how to use this tho....  there's like jerky inside,Usage Instructions
"Simple question, how do i use this? Leave it on face as a mask? Or wash it as a cream?",Usage Instructions
How often do you use it?,Usage Instructions
How long each day do you use the soap and when can you start to see results?,Usage Instructions
"how do  you first adhere the eyelashes to the cotton curler, do you use the eye putti to do so? Do you wash off each lotion before applying the next?",Usage Instructions
Do you use every bottle or just one of each color? Do you wipe each  solution before the next? how long should you wait to wet eyelash after perm?,Usage Instructions
My hair looks greasy after use. I rinsed thoroughly but after my hair dried I had to rinse it again! What am I doing wrong?,Usage Instructions
"Can I use this on its own to cleanse my hair or do I need the shampoo, too?",Usage Instructions
"If someone has very dry, damaged hair, would they need to use a separate conditioner or conditioning treatment with this?",Usage Instructions
"Hello I want to buy this to use in middle school is it durable enough and is it big enough to hold binders, textbooks, some makeup, etc?",Usage Instructions
Can I use parrifin wax instead of emulsifying wax,Usage Instructions
do people use the pedi on their face also,Usage Instructions
Can I use head with my original clarisonic  system,Usage Instructions
How do I  use the 10X side ? It's magnified but upside down.  I've tried swiveling it and the image is still upside down.,Usage Instructions
I am planning to use it for moisturizing while I work in my office. Can I use the steamer with having makeup?,Usage Instructions
"The steamer is noisy when I use it, is there any problem?",Usage Instructions
Can you use moisturizer afterwards?,Usage Instructions
"Can I use this to make my own toothpaste, similar to Earthpaste?",Usage Instructions
Hello! Does this come with directions? What's the suggested use? Can you use this around the eyes? Neck?  Thank you!,Usage Instructions
Can I use this bed for a facial treatment?,Usage Instructions
If I use another moisturizer on top of this wrinkle cream ( one with a SPF) will it have a negative affect ? Will I lose any potency ?,Usage Instructions
is there retinol in this product and if so is it a safe amount to use while pregnant ?,Usage Instructions
I use another ferulic acid product by skinCeuticals.  Have users of other ferulic products  found BellaVoeux to comprable?,Usage Instructions
"For home use, how does one sterilize the needles, and does one only wash before using or apply alcohol to the skin?",Usage Instructions
what exact type of product should I use afterwards?  Vitamin C seems a little intense for a beginner and I don't want to OVER irritate my skin.,Usage Instructions
What do the usage percentages mean?,Usage Instructions
"Hello! Do you use this on your face, or just your body? Thank you!",Usage Instructions
do u use a lamp with this polish,Usage Instructions
Hi- is this serum ok to use around my eyes? I just bought it specifically for my 'crows feet' and used it for the first time tonight. It is tingling!,Usage Instructions
I just received my Rosehip seed oil and it smells soooo bad. I can't even use it without gagging. Is this normal? I would like one that isn't spoiled.,Usage Instructions
I see the bottle as being a spray. Most oils I've seen use droppers. Can you tell me how this product would work with the spray on face and hair?,Usage Instructions
So what are the instructions ? Cause I got it and there are no real instructions use it how many times a week? Wash before and put vitamin C serum on after?i'm very confused,Usage Instructions
Can I use the roller in my neck?,Usage Instructions
"when do i use this? do i need this if i already use: ""Olay Pro-X Advanced Cleansing System""",Usage Instructions
There are three brands with the same name Derma Rollers. Is anyone know which brand is the original and safe needles to use?,Usage Instructions
"I wanted to use bio-oil with it, will it work with that?",Usage Instructions
I just purchased the roller & vitamin C Serum 22% C + 11% Hyaluronic Acid + 1% Vitamin E + 1% for melasma. Do I use the roller before the serum?,Usage Instructions
Is the dual voltage feature automatic or do you need to flip some switch to use with 220 V. overseas?,Usage Instructions
"Just bought the moistureizer. If I also buy the regenerist serum, do I use it under or over the regenerist moistureizer?",Usage Instructions
Do you also use a moisturizer with this product?,Usage Instructions
can men use it,Usage Instructions
How much was does this take for normal maybe ... weekly treatments? Do you change the wax with each use?,Usage Instructions
"can't you just use something like pretty hands and feet to get the same effect, as long as you clean your face good after.",Usage Instructions
"Hey, I'm 28 and have forehead wrinkles. Is this a good product for me? Do i need to use something with it? Pinterest highly recommended it :)",Usage Instructions
Can you use this With Garnier wrinkle cremes to?,Usage Instructions
"How much should you use for an application? A very thin coat, or a little thicker?  Size of a pea or a peanut in your hand?  For just your face, say.",Usage Instructions
do you use this in shower?,Usage Instructions
do you use this in shower?,Usage Instructions
is it okay if men can use this product??,Usage Instructions
are there directions on how to use?,Usage Instructions
Did anyone eat a low calorie diet and still use this product?  Did it work?,Usage Instructions
can you use this with laminate floors?,Usage Instructions
How often can/should you use it?,Usage Instructions
i need know how i use this placenta ?,Usage Instructions
would you use this on your hair.?,Usage Instructions
How to use this product? I got it but I dont know how to use it,Usage Instructions
"I flat iron my hair every day, my hair is not damaged yet but should I use this product to prevent future damage or will it do more harm than good?",Usage Instructions
Can I use this treatment after two weeks of applying it(my hair got overprocessed(brittle) as a result of exceeding relaxer time. Or the 6 week wait?,Usage Instructions
